global_id,portal_id,file_id,lter,title,alt_id,owner,metadata_date,year_only,no_temporal_info,start_date,end_date,duration,current,conv_access,pop_data,temp_int,quality,taxa,data_type,descriptor,study_type,num_spp,comm_data,multi_trophic,env_data_file,habitat_data_file,space_data_file,coor_sys,projection,lat,long,summarized,num_sites,num_treatment_levels,treatment_type,exp_maintainence ,spatial_replication,num_levels_of_replication,rep_lev1,rep_lev2,rep_lev3,rep_lev4,site_metadata,notes,linked,data_obj_count,api_file
47,knb-lter-sev.228.102077 ,sev228_dipodomys_07132009.txt,SEV," Population Ecology of Banner-Tailed Kangaroo Rats (Dipodomys spectabilis) in a Chihuahuan Desert Grassland at the Sevilleta National Wildlife Refuge, New Mexico (2005-2009) ",228," Edelman, Andrew ",0,0,0,2/19/2005,2/15/2009,,0,1,1,monthly,low,mammal,mark-recapture,,obs,1,no,no,,,,,,,,,1,0,see site_metadata,see site_metadata,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-228,see site metadata for description of study and levels of replication,,1,
48,knb-lter-sev.23.121704,sev023_rabbitpopns_20150310.txt,SEV," Rabbit Population Dynamics in Chihuahuan Desert Grasslands and Shrublands at the Sevilleta National Wildlife Refuge, New Mexico (1992- ) ",23," Parmenter, Robert ",0,0,0,1/20/1992,3/6/2015,,1,1,1,season:yr,low,mammal,count,,obs,3,yes,no,,,,,,,,,1,0,habitat,none,yes,1,4,0,0,0,http://sev.lternet.edu/data/sev-23,"distance sampling; can estimate density as number of rabbits per square kilometer; site (1 large area), section (4 sections of road for the site, 21.5 mile route)",,1,
49,knb-lter-sev.231.176381,sev231_nppnutnetquadrat_20150820.txt,SEV," Effects of Multiple Resource Additions on Community and Ecosystem Processes: NutNet NPP Quadrat Sampling at the Sevilleta National Wildlife Refuge, New Mexico (2007-present) ",231," Collins, Scott ",0,0,,5/13/2008,4/23/2015,,1,1,1,season:yr,low,plant,per_cover,,exp,68,yes,no,,,,,,,,,1,8,resource,maintained,yes,1,5,0,0,0,http://sev.lternet.edu/data/sev-231,"site (1), treatment( 8 treatment levels), replicates ( 5 per treatment)",,1,
50,knb-lter-sev.236.257686 ,sev236_pdog_captures_20150630.txt,SEV," Gunnison's Prairie Dog Restoration Experiment (GPDREx): Population Dynamics within Grasslands at the Sevilleta National Widlife Refuge, New Mexico ",236," Davidson, AnaBaker, Stephanie ",0,0,0,6/8/2010,6/5/2015,,1,0,1,season:yr,low,mammal,mark-recapture,,exp,1,no,no,,,,,,,,,-999,2,consumer,maintained,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-236,error in file; see site metadata for description of study ,238;239,1,
51,knb-lter-sev.238.226091,sev238_pdogvegcover_20150625.txt,SEV," Gunnison's Prairie Dog Restoration Experiment (GPDREx): Vegetation Cover Data from the Sevilleta National Wildlife Refuge, New Mexico ",238," Davidson, AnaBaker, Stephanie ",0,0,0,9/26/2011,4/16/2015,,1,1,1,season:yr,low,plant,per_cover,,exp,111,yes,yes,,,,,,,,,1,2,consumer,maintained,yes,2,2,40,0,0,http://sev.lternet.edu/data/sev-238,"site (1), paired-plot (2, small mammal reintroduction or control), quadrats (40 per plot)",236;239,1,
52,knb-lter-sev.253.219268 ,sev253_nppfluxquadrat_20150819.txt,SEV," Biome Transition Along Elevational Gradients in New Mexico (SEON) Study: Flux Tower Net Primary Productivity (NPP) Quadrat Study at the Sevilleta National Wildlife Refuge, New Mexico (2011- present) ",253," Litvak, Marcy ",0,0,0,5/4/2011,4/23/2015,,1,1,1,season:yr,low,plant,per_cover,,exp,60,yes,no,,,,,,,,,-999,2,fire,see site_metadata,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-253,,254,1,
53,knb-lter-sev.257.208279,sev257_pdog_trapping_20140701.txt,SEV," Gunnison's Prairie Dog Relocation Project: Population Dynamics within Grasslands at the Sevilleta National Widlife Refuge, New Mexico (2005-2014) ",257," Davidson, Ana ",0,0,0,6/23/2005,5/5/2014,,0,1,1,season:yr,low,mammal,mark-resight,,exp,1,no,no,,,,,,,,,-999,2,consumer,maintained,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/node/6426,see site metadata for description of study and levels of replication,,1,
54,knb-lter-sev.266.180462 ,sev266_Konza-KrugersppcompKruger_03142012.txt,SEV, Kruger Species Composition: Konza-Kruger Fire-Grazing Project (2006-2010) ,266," Knapp, AlanSmith, MelindaBlair, JohnCollins, ScottBurkepile, DeronKirkman, Kevin ",0,1,0,1/1/2006,1/1/2010,,0,0,1,yr,low,plant,per_cover,,exp,108,yes,no,,,,,,,,,-999,see site_metadata,fire,see site_metadata,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-266,see site metadata for description of study and levels of replication,,1,
55,knb-lter-sev.267.196138,sev267_Konza-KrugersppcompKonza_03142012.txt,SEV, Konza Species Composition: Konza-Kruger Fire-Grazing Project (2006-2010) ,267," Knapp, AlanSmith, MelindaBlair, JohnCollins, ScottBurkepile, DeronKirkman, Kevin ",0,1,0,1/1/2006,1/1/2010,,0,1,1,yr,low,plant,per_cover,,exp,143,yes,no,,,,,,,,,-999,see site_metadata,fire,see site_metadata,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-267,see site metadata for description of study and levels of replication,,1,
56,knb-lter-sev.278.245672,sev278_npppinjquadrat_20150819.txt,SEV," Pinon-Juniper (Core Site) Quadrat Data for the Net Primary Production Study at the Sevilleta National Wildlife Refuge, New Mexico (2003-present ) ",278," Muldavin, Esteban ",0,0,0,3/11/2003,5/6/2015,,1,1,1,season:yr,low,plant,per_cover,,obs,169,yes,no,,,,,,,,,1,4,habitat,none,yes,1,10,0,0,0,http://sev.lternet.edu/node/6845,"site (1), treatment (4, different habitat types), quadrants (10 per treatment",157;206,1,
57,knb-lter-sev.29.175390,sev029_arthropop_02162009.txt,SEV," Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) ",29," Lightfoot, David ",0,0,0,3/11/1992,12/15/2004,,0,0,1,bimonthly,high,arthropod,count,,obs,-999,yes,no,,,,,,,,,4,0,habitat,none,yes,2,5,6,0,0,http://sev.lternet.edu/data/sev-29,,,1,
58,knb-lter-sev.297.233742,sev297_edgequadrat_20150818.txt,SEV," Extreme Drought in Grassland Ecosystems (EDGE) Net Primary Production Quadrat Data at the Sevilleta National Wildlife Refuge, New Mexico (2012-present) ",297," Collins, Scott ",0,0,0,10/1/2012,10/31/2014,,1,1,1,season:yr,low,plant,per_cover,,exp,72,yes,no,,,,,,,,,2,3,habitat;precip,maintained,yes,2,10,4,0,0,http://sev.lternet.edu/data/sev-297,"sites (2), blocks (10 per site), treatments (3 levels per block), , quadrats (4 per treatment)",298,1,
59,knb-lter-sev.49.130517,sev049_coyotescat_01192006.txt,SEV," Coyote Scat Survey in the Chihuahuan Desert Grasslands and Creosote Shrublands at the Sevilleta National Wildlife Refuge, New Mexico (1992-2002) ",49," Parmenter, Robert ",0,0,0,1/24/1992,7/31/2002,,0,0,1,season:yr,low,mammal,count,,obs,1,no,no,,,,,,,,,1,0,habitat,none,yes,1,4,0,0,0,http://sev.lternet.edu/data/sev-49,"scat count; site (1), section(4 sections of road within the SEV surveyed)",,1,
60,knb-lter-sev.8.297289 ,sev008_rodentpopns_20150615.txt,SEV," Small Mammal Mark-Recapture Population Dynamics at Core Research Sites at the Sevilleta National Wildlife Refuge, New Mexico (1989- ) ",8," Newsome, Seth ",0,1,0,1/1/1989,1/1/2015,,1,0,1,season:yr,low,mammal,distance-sampling,,obs,-999,yes,no,,,,,,,,,6,0,habitat,none,yes,2,5,144,0,0,http://sev.lternet.edu/data/sev-8,"error reading file; site (6), webs (up to 5 per site), traps (144 per web)",,1,
61, knb-lter-sev.81.185474 ,sev081_waterbalance_03022011.txt,SEV," Water Balance Modeling Project at the Sevilleta National Wildlife Refuge, New Mexico: Vegetation Plot Data (1995-1998) ",81," Milne, BruceYang, Yuelong ",0,0,0,7/24/1995,8/17/1998,,0,1,1,month,low,plant,per_cover,,obs,181,yes,no,,,,,,,,,3,0,habitat,none,yes,2,121,0,0,0,http://sev.lternet.edu/data/sev-81,"site (3), quadrats (121 per site, 11 x 11 matrix of rows)",,1,
62,knb-lter-sev.88.122261,sev088_smesant_04102009.txt,SEV," Small Mammal Exclosure Study (SMES) Ant Data from Chihuahuan Desert Grassland and Shrubland at the Sevilleta National Wildlife Refuge, New Mexico (1995-2005) ",88," Lightfoot, David ",0,0,0,10/4/1995,9/24/2005,,0,1,1,yr,low,arthropod,count,,exp,9,yes,no,,,,,,,,,2,3,consumer,maintained,yes,1,4,0,0,0,http://sev.lternet.edu/data/sev-88,"site (2), blocks (4 per site), treatment (3 levels per block); ant mound counted within each treatment x block combo",,1,
63,knb-lter-sev.9.277527 ,sev009_reptilepopns_09072011.txt,SEV," Reptile Populations at the Sevilleta National Wildlife Refuge, New Mexico (1989-1990) ",9," Snell, Howard ",0,0,0,3/1/1989,9/1/1991,,0,1,1,season:yr,low,herpetofauna,mark-recapture,,obs,27,yes,no,,,,,,,,,12,0,habitat,none,yes,2,12,24,0,0,http://sev.lternet.edu/data/sev-9,"site (12), webs (12 per site), pitfall traps (24 per web); Not all specimens in mark recapture were released. Data quality may be very low.",,1,
64,knb-lter-sev.88.122261,sev097_smesquad_09082011.txt,SEV," Small Mammal Exclosure Study (SMES) Vegetation Data from the Chihuahuan Desert Grassland and Shrubland at the Sevilleta National Wildlife Refuge, New Mexico (1995-2009) ",97," Lightfoot, David ",0,0,0,5/2/1995,4/14/2009,,0,0,1,season:yr,low,plant,per_cover,,exp,136,yes,no,,,,,,,,,2,3,consumer,maintained,yes,3,4,36,0,0,http://sev.lternet.edu/data/sev-97,"site(2), blocks(4 per site), treatments (3 per block), quadrats (36 per block x treatment combo)",,1,
65,knb-lter-sgs.141.17,SGS_LTER_LongTermWebVegetation_LTMntrVegWebsStrc.txt,SGS," SGS-LTER Long-Term Monitoring Project : Vegetation Cover and Structure on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1999 -2006, ARS Study Number 118",,,0,1,0,1/1/1999,1/1/2006,,0,1,1,yr,low,plant,density,,obs,1,yes,yes,,,,,,,,,2,0,habitat,none,yes,3,3,3,10,0,http://hdl.handle.net/10217/83458,"density could be estimated for 1 species from data; site(2 habitat types), webs (3 per site), transect (3 per web), point (10 per transect)",,1,
66,knb-lter-sgs.140.17,SGS_LTER_LongTermWebVegetation_LTMntrVegWebsCov.txt,SGS," SGS-LTER Long-Term Monitoring Project : Vegetation Cover and Structure on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1999 -2006, ARS Study Number 118",,,0,1,0,1/1/1999,1/1/2006,,0,1,1,yr,low,plant,per_cover,,obs,139,yes,no,,,,,,,,,2,0,habitat,none,yes,3,3,3,10,0,http://hdl.handle.net/10217/83458,"site(2 habitat types), webs (3 per site), transect (3 per web), point (10 per transect)",,1,
67,knb-lter-sgs.700.1,SGS_LTR_anpp.txt,SGS," SGS-LTER Standard Production Data : 1983-2008 Annual Aboveground Net Primary Production on the Central Plains Experimental Range, Nunn, Colorado, USA 1983-2008, ARS Study Number 6",,,0,0,0,8/15/1983,8/15/2008,,0,1,1,yr,low,plant,density,,exp,90,yes,yes,,,,,,,,,6,2,consumer,see site_metadata,yes,2,3,10,0,0,http://hdl.handle.net/10217/81141,"density= gram/quarter meter squared; site(6 sites, 2 ungrazed and 4 grazed), transect (3 plots per site),  point (10 per transect)",,1,
68,not available,SGS_LTER_OpenTopChamber_cover.txt,SGS,"Open Top Chamber Experiment Carbon Dioxide (CO2) Elevation Experiment at the Central Plains Experimental Range, Nunn, Colorado, USA",,,0,0,0,4/28/1997,10/28/2001,,0,1,1,,low,plant,per_cover,,exp,81,yes,no,,,,,,,,,-999,3,co2,see site_metadata,yes,1,3,0,0,0,http://hdl.handle.net/10217/82454,blocks (3 ),,1,
69,not available,BOGRRmvlDnsty.txt,SGS,"SGS-LTER Bouteloua gracilis removal experiment vegetation data (ARS #155) on the Central Plains Experimental Range, Nunn, Colorado, USA",,,0,0,0,6/15/1997,6/15/2006,,0,1,1,yr,low,plant,density,,exp,73,yes,yes,,,,,,,,,5,2,consumer;removal,see site_metadata,yes,1,2,0,0,0,http://hdl.handle.net/10217/77676,"sites (5), treatments (4 levels, grazing and disturbance), subplot (2 per grazing/disturbance treatment)",,1,
70,,BOGRRmvlPntIntrcpt-2.txt,SGS,"SGS-LTER Bouteloua gracilis removal experiment vegetation data (ARS #155) on the Central Plains Experimental Range, Nunn, Colorado, USA",,,0,0,0,6/15/1997,6/15/2005,,0,1,1,yr,low,plant,basal_cover,,exp,41,yes,yes,,,,,,,,,5,2,consumer;removal,see site_metadata,yes,1,2,0,0,0,http://hdl.handle.net/10217/77676,"sites (5), treatments (4 levels, grazing and disturbance), subplot (2 per grazing/disturbance treatment)",,1,
71,knb-lter-sgs.130.18,SGS_LTER_GrubKill_grubr.txt,SGS,"SGS-LTER Disturbance intensity and above- and belowground herbivory effects on long-term recovery of shortgrass steppe on the Central Plains Experimental Range, Nunn, Colorado, USA 1977-1990",,,0,1,0,1/1/1977,1/1/1990,,0,1,1,yr,low,plant,desnity;basal_cover,,exp,86,yes,yes,,,,,,,,,-999,-999,consumer;disturbance,see site_metadata,yes,-999,-999,-999,-999,-999,http://hdl.handle.net/10217/83444,,,1,
72,not available,SGS_LTER_EcosystemStressArea_ESA_density.txt,SGS,"SGS-LTER Ecosystem Stress Area : Long-term dataset following nutrient enrichment stress on the Central Plains Experimental Range in Nunn, Colorado, USA, ARS Study Number 3",,,0,1,0,1/1/1975,1/1/2011,,0,1,1,irregular,low,plant,density,,exp,123,yes,yes,,,,,,,,,-999,5,precip;resource,see site_metdata,yes,-999,-999,-999,-999,-999,http://hdl.handle.net/10217/83317,one area has a herbivor treatment,,1,
73,not available,SGS_LTER_EcosystemStressArea_ESA_PtFrame.txt,SGS,"SGS-LTER Ecosystem Stress Area : Long-term dataset following nutrient enrichment stress on the Central Plains Experimental Range in Nunn, Colorado, USA, ARS Study Number 3",,,0,1,0,1/1/1982,1/1/2007,,0,1,1,,low,plant,basal_cover,,exp,53,yes,yes,,,,,,,,,-999,5,precip;resource,see site_metadata,yes,-999,-999,-999,-999,-999,http://hdl.handle.net/10217/83317,,,1,
74,knb-lter-sgs.527.1,SGS_LTER_GZTX_aboveground_BasalCover.txt,SGS,"SGS-LTER Effects of grazing on ecosystem structure and function (GZTX): Vegetation measurements on the Central Plains Experimental Range, Nunn, Colorado, USA 1992-2008, ARS Study Number 32",,,0,1,0,1/1/1992,1/1/2008,,0,1,1,yr,low,plant,basal_cover,,exp,80,yes,yes,,,,,,,,,6,5,grazing;removal,see site_metadata,yes,1,20,0,0,0,http://hdl.handle.net/10217/85596,"site (6), treatment (up to 5 treatments per site), plot (twenty plots per treatment level)",,1,
75,knb-lter-sgs.529.1,SGS_LTER_GZTX_aboveground_Density.txt,SGS,"SGS-LTER Effects of grazing on ecosystem structure and function (GZTX): Vegetation measurements on the Central Plains Experimental Range, Nunn, Colorado, USA 1992-2008, ARS Study Number 32",,,0,1,0,1/1/1992,1/1/2008,,0,1,1,yr,low,plant,density,,exp,76,yes,yes,,,,,,,,,5,5,grazing;removal,see site_metadata,yes,1,45,0,0,0,http://hdl.handle.net/10217/85596,"denisty= see site_metadata; site (5), treatment (up to 5 treatments per site), plot (up to 45 plots per treatment)",,1,
76,knb-lter-sgs.542.1,SGS_LTER_X-site_AG_Biomass.txt,SGS,"SGS-LTER Effects of water and nitrogen additions on plants in shortgrass ecosystems on the Central Plains Experimental Range, Nunn, Colorado, USA 1997-2011, ARS Study Number 143",,William Lauenroth,0,1,0,1/1/1997,1/1/2011,,0,1,1,biennial ,low,plant,above_biomass,,exp,94,yes,no,,,,,,,,,-999,4,precip;resource,see site_metadata,yes,2,2,10,0,0,http://hdl.handle.net/10217/85629,"blocks(2), treatment (4 per block), plot (10 per treatment)",,1,
77,knb-lter-sgs.544.1  ,SGS_LTER_X-site_DensityCover.txt,SGS,"SGS-LTER Effects of water and nitrogen additions on plants in shortgrass ecosystems on the Central Plains Experimental Range, Nunn, Colorado, USA 1997-2011, ARS Study Number 143",,William Lauenroth,0,1,0,1/1/1998,1/1/2010,,0,1,1,biennial ,low,plant,density;basal_cover,,exp ,117,yes,no,,,,,,,,,-999,4,precip;resources,see site_metadata,yes,2,2,10,0,0,http://hdl.handle.net/10217/85629,,,1,
78,knb-lter-sgs.541.1,SGS_LTER_Humus_Density.txt,SGS,"SGS-LTER Impact of Labile and Recalcitrant Carbon Treatments on Plant Communities in a Semiarid Ecosystem on the Central Plains Experimental Range, Nunn, Colorado, USA 1997-2012, ARS Study Number 3",,,0,1,0,1/1/1997,1/1/2012,,0,1,1,yr,low,plant,density,,exp,119,yes,no,,,,,,,,,-999,10,precip;resource,see site_metadata,yes,1,2,0,0,0,http://hdl.handle.net/10217/85547,"density= number of species rooted within the square meter plot; blocks (2), treatment1 (4 historical treatments per block), treatment2 (6 subplot treatments per treatment1)",,1,
79,knb-lter-sgs.539.1,SGS_LTER_Humus_canopyCover.txt,SGS,"SGS-LTER Impact of Labile and Recalcitrant Carbon Treatments on Plant Communities in a Semiarid Ecosystem on the Central Plains Experimental Range, Nunn, Colorado, USA 1997-2012, ARS Study Number 3",,,0,1,0,1/1/2006,1/1/2012,,0,1,1,yr,low,plant,canopy_cover,,exp,68,yes,no,,,,,,,,,-999,10,precip;resosurce,see site_metadata,yes,2,2,4,0,0,http://hdl.handle.net/10217/85547," blocks (2), treatment1 (4 historical treatments per block), treatment2 (6 subplot treatments per treatment1), quadrat (4 per subplot)",,1,
80,knb-lter-sgs.540.1,SGS_LTER_Humus_basalCover.txt,SGS,"SGS-LTER Impact of Labile and Recalcitrant Carbon Treatments on Plant Communities in a Semiarid Ecosystem on the Central Plains Experimental Range, Nunn, Colorado, USA 1997-2012, ARS Study Number 3",,,0,1,0,1/1/1997,1/1/2012,,0,1,1,yr,low,plant,basal_cover,,exp,68,yes,no,,,,,,,,,-999,10,precip;resource,see site_metadata,yes,1,2,0,0,0,http://hdl.handle.net/10217/85547,"blocks (2), treatment1 (4 historical treatments per block), treatment2 (6 subplot treatments per treatment1)",,1,
81,knb-lter-sgs.133.17,SGS_LTER_LongTermCatenaArthropods_LT_arth_catena.txt,SGS,"SGS-LTER Live arthropod pitfall trapping across a double catena on the Central Plains Experimental Range, Nunn, Colorado, USA 1995-1998",,,0,0,0,5/11/1995,9/10/1998,,0,1,1,month:yr,low,arthropod,count,,obs,18,yes,no,,,,,,,,,4,0,habitat,none,yes,1,90,0,0,0,http://hdl.handle.net/10217/83402,"more organisms than 18 species, just ID'ed at a higher taxonomic level; site (4 areas of different habitat type), trap (90 per site)",,1,
82,knb-lter-sgs.135.17,SGS_LTER_LongTermCanids_LTMntrCarnScatCnt.txt,SGS,"SGS-LTER Long-term Monitoring Project : Carnivore Scat Count on the Central Plains Experimental Range, Nunn, Colorado, USA 1997 -2006, ARS Study Number 98",,,0,0,0,7/1/1994,10/1/2006,,0,1,1,season:yr,low,mammal,count,,obs,4,yes,no,,,,,,,,,-999,-999,see site_metadata,see site_metadata,see site_metadata,-999,-999,-999,-999,-999,http://hdl.handle.net/10217/83392,scat count,,1,
83,knb-lter-sgs.137.17,SGS_LTER_LongTermWebRodents_LTMntrSmlMamWebs.txt,SGS,"SGS-LTER Long-Term Monitoring Project : Small Mammals on Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1994 -2006, ARS Study Number 118",,,0,0,0,9/1/1994,9/1/2006,,0,1,1,season:yr,low,mammal,count,,obs,12,yes,no,,,,,,,,,2,0,habitat,none,yes,2,3,124,0,0,http://hdl.handle.net/10217/83452,"site (2, different habitat types), webs (3 per site), traps (124 per web)",,1,
84,knb-lter-sgs.139.17,SGS_LTER_LongTermWebSquirrels_LTMntrSPTRWebs.txt,SGS,"SGS-LTER Long-Term Monitoring Project : Spermophilus tridecemlineatus on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1999 -2006, ARS Study Number 118",,,0,0,0,6/1/1999,7/27/2006,,0,1,1,season:yr,low,mammal,count,,obs,1,no,no,,,,,,,,,2,0,habitat,none,yes,2,3,62,0,0,http://hdl.handle.net/10217/83456,"site (2, different habitat types), webs (3 per site), traps (62 per web)",,1,
85,knb-lter-sgs.136.17,SGS_LTER_LongTermRabbit_LTMntrRabbitCount.txt,SGS,"SGS-LTER Long-term Monitoring Project : Spotlight Rabbit Count on the Central Plains Experimental Range, Nunn, Colorado, USA 1994-2006, ARS Study Number 98",,,0,0,0,7/12/1994,10/18/2006,,0,1,1,season:yr,low,mammal,count,,obs,31,yes,no,,,,,,,,,-999,-999,see site_metadata,see site_metadata,see site_metadata,-999,-999,-999,-999,-999,http://hdl.handle.net/10217/83448,,,1,
86,knb-lter-sgs.134.17,SGS_LTER_LongTermWebArthropods_LTMntrArthroWebs.txt,SGS,"SGS-LTER Long-Term Montitoring Project : Arthropod Pitfall Trapping on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1998-2006, ARS Study Number 118",,,0,0,0,5/4/1998,10/3/2006,,0,1,1,month:yr,low,arthropod,count,,obs,-999,yes,no,,,,,,,,,2,0,habitat,none,yes,2,3,20,0,0,http://hdl.handle.net/10217/83450,"site (2, different habitat types), webs (3 per site), traps (20 per web); all records are not at species level",,1,
87,knb-lter-vcr.150.17,final_vcr_airshed_07_23.xls,VCR,EcoTrends-Socioeconomic Catalog data for the VCR/LTER Airshed 1820-2000,VCR07138,Gragson;Rosamilia,0,1,0,01/01/1790,1/1/2000,,0,1,1,,low,human,count,,obs,1,no,no,,,,,,,,,-999,0,none,none,see site_metadata,-999,-999,-999,-999,-999,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.150,human census data in addition to other socio-economic measures; states (12),,1,
88,knb-lter-vcr.166.14,VCR09158_1,VCR,"Annual heron counts on Chincoteague Island, Virginia 1992-2011",VCR09158,Erwin,0,1,0,1/1/1992,1/1/2011,,0,1,1,yr,low,bird,count,,obs,8,yes,no,,,,,,,,,-999,0,habitat,none,yes,-999,-999,-999,-999,-999,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.166,"breeding pair counts; island (1), colony (4)",,1,
89,not available,VCR09166_1,VCR,Biomass of benthic macroalgae in Virginia Coastal Bays 1998-2007,VCR09166,McGlathery;Hardison,1,0,1,6/3/1998,9/24/2007,,0,1,1,month:yr,low,algae,biomass,,obs,1,yes,no,,,,,,,,,-999,0,habitat,none,yes,-999,-999,-999,-999,-999,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.174,replication is variable across sites and through time; 1 organism identified to species,,1,
90,knb-lter-vcr.181.11,VCR11173_1,VCR,"Density of Seagrass in Hog Island Bay, VA 2007-2010",VCR11173,McGlathery,0,1,0,1/1/2007,1/1/2013,,0,1,1,,low,plant,density,,exp,1,no,no,,,,,,,,,-999,2,density,pulse,yes,1,38,0,0,0,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.181,"denisty= grass shoot per m2; site (see site_metadata), treatment (density, 3 levels of different seeded densities), plot (up to 38 plots per treatment)",,1,
91,knb-lter-vcr.236.6 ,VCR14232_1,VCR,"Fish Counts and Lengths in South Bay and Hog Island Bay, Virginia 2012-2015",VCR14232,McGlathery,0,0,0,6/18/2012,6/11/2015,,0,1,1,season:yr,low,fish,count,,obs,25,yes,yes,,,,,,,,,-999,0,habitat,none,see site_metadata,-999,-999,-999,-999,-999,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.236,,,1,
92,knb-lter-vcr.122.21,VCR97035_1,VCR,"Vegetation and Ground Cover of Permanent Plots for Upper Phillips Creek Marsh, Nassawadox, VA 1990-2014",VCR97035,Brinson;Christian,0,1,0,1/1/1990,1/1/2014,,0,1,1,yr,low,plant,per_cover,,obs,-999,yes,no,,,,,,,,,-999,0,habitat,none,see site_metadata,-999,-999,-999,-999,-999,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.122,not well documented metadata,,1,
93,knb-lter-vcr.49.28,VCR97038_extras.zip,VCR,Hog Island VA Small-Mammal Trapping 1989-2011,VCR97038,Porter;Dueser,0,0,0,6/13/1988,10/2/2011,,0,1,1,irregular,low,mammal,mark-recapture,,obs,9,yes,no,,,,,,,,,-999,0,habitat,none,see site_metadata,-999,-999,-999,-999,-999,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.49,,,1,
94,knb-lter-vcr.62.17,VCR98054_1,VCR,"Birdwood Mammal Trapping Data, Charlottesville, VA, 1974-1978",VCR98054,Dueser;Rose;Porter,1,0,0,1/1/1974,12/31/1978,,0,0,1,irregular,low,mammal,mark-recapture,,obs,-999,see site_metadata,no,,,,,,,,,-999,-999,see site_metadata,none,see site_metadata,-999,-999,-999,-999,-999,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.62,,,1,
95,knb-lter-vcr.67.17,VCR99062_1,VCR,Long Term Mammal Data from Powdermill Biological Station 1979-1999,VCR99062,Merritt,0,0,0,9/13/1979,10/16/1999,,0,1,1,bimonthly,low,mammal,mark-recapture,,obs,18,yes,no,,,,,,,,,-999,-999,see site_metadata,none,see site_metadata,-999,-999,-999,-999,-999,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.67,,,1,
96,knb-lter-vcr.70.20,VCR99064_1,VCR,"Dune Biomass on Hog Island, Virginia Coastal Barrier Islands, 1993-2012",VCR99064,Day,0,0,0,8/11/1993,7/29/2012,,0,1,1,3yr;irregular,low,plant,above_biomass,,obs,41,yes,no,,,,,,,,,4,0,see site_metadata,none,see site_metadata,-999,-999,-999,-999,-999,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.70,,,1,
97,knb-lter-vcr.106.25 ,VCR99065_1,VCR,"Long-term N-fertilized vegetation plots on Hog Island, Virginia Coastal Barrier Islands, 1992-2014",VCR99065,Day,0,1,0,1/1/1992,1/1/2014,,0,1,1,yr,low,plant,per_cover;density,,exp,51,yes,no,,,,,,,,,4,2,resource,see site_metadata,yes,2,4,5,0,0,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.106,"density= num_stems per 0.25 m2; site(4), plot(up to 4 per site), subplot (5 per plot)",,1,
98,,SA01501_v2.csv,AND,"Spatial and temporal distribution and abundance of moths in the Andrews Experimental Forest, 1994 to 2008",Moth distribution and abundance (Apr 26 1994 - Oct 5 2004),,0,0,0,4/26/1994,10/5/2004,,0,1,1,season:yr;irregular,low,arthropod,count,,obs,579,yes,no,,,,,,,,,see site_metadata,,,,yes,see site_metadata,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=SA015&topnav=97,"data do not have information regarding the stratified sampling desing (no site, elevation, or vegetation type indicators)",,1,
99,,SA01601_v2.csv,AND,"Spatial and temporal distribution and abundance of butterflies in the Andrews Experimental Forest, 1994-1996",Butterfly distribution and abundance (Apr 20 1994 - May 8 1996),,0,0,0,4/20/1994,5/8/1996,,0,1,1,month:yr; irregular,low,arthropod,count,,obs,72,yes,no,,,,,,,,,7,0,,,see site_metadata,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=SA016&topnav=97,data is sparse,,1,
